window,test_ratio,random_seed,feature_set_name,available_feature_sets,holdout_model_names,backtest_model_names,include_backtest,backtest_initial_train_size,backtest_test_size,backtest_step_size,max_backtest_folds,n_rows,n_features,n_train_rows,n_test_rows,train_window_size
20,0.2,42,base,"['base', 'base_plus_pattern', 'base_plus_context', 'full_feature_set']","['freq_heuristic', 'gap_heuristic', 'random_baseline', 'logistic_regression', 'random_forest', 'xgboost', 'classifier_chain', 'soft_voting_ensemble']","['freq_heuristic', 'gap_heuristic', 'random_baseline', 'logistic_regression', 'soft_voting_ensemble']",True,600,30,30,,1202,90,961,241,
